,IATA,airport,city,country,pagerank
747,,Roth,Roth,Germany,0.0
748,,Fassberg,Fassberg,Germany,0.0
6684,,Rinteln Airport,Rinteln,Germany,0.0
6685,,Muenster-Telgte Airport,Muenster,Germany,0.0
6679,,Koethen Airport,Koethen,Germany,0.0
6693,,Bad Duerkheim Airport,Bad Duerkheim,Germany,0.0
6971,,Oddballs Camp Private Airstrip,Okavango Oddballs Camp,Botswana,0.0
749,,Grafenwohr Aaf,Grafenwoehr,Germany,0.0
6687,,Luechow-Rehbeck Airport,Luechow,Germany,0.0
6969,,St Peter and St Paul Fortress,St. Petersburg,Russia,0.0
6968,,Sky Ranch at Carefree,Carefree,United States,0.0
6688,,Klietz-Scharlibbe Airport,Scharlibbe,Germany,0.0
6689,,Burg Airport,Burg,Germany,0.0
6671,,Celle-Arloh Airport,Celle,Germany,0.0
6977,,Yarram,Yarram,Australia,0.0
6674,,Luesse Airport,Luesse,Germany,0.0
6692,,Bad Neuenahr-Ahrweiler Airport,Bad Neuenahr,Germany,0.0
6678,,Nordholz Spieka Airport,Cuxhaven,Germany,0.0
6675,,Porta Westfalica Airport,Bad Oeynhausen,Germany,0.0
4028,,Al Taqaddum Airbase,Al Taqaddum,Iraq,0.0
6984,,Pamalican Airstrip,Cuyo,Philippines,0.0
1138,,Hon,Hon,Libya,0.0
7021,,WERL KAZERNE,WERL,Germany,0.0
7020,,\\'t Harde,Oldebroek,Netherlands,0.0
7019,,STROE KAZERNE,STROE,Netherlands,0.0
7018,,Athuruga,Athuruga,Maldives,0.0
6621,,Seattle Pier 52,Seattle,United States,0.0
6622,,Bremerton Terminal,Bremerton,United States,0.0
1149,,Kadugli,Kadugli,Sudan,0.0
1146,,Damazin,Damazin,Sudan,0.0
6627,,Spremberg-Welzow Airport,Welzow,Germany,0.0
1141,,Zella 74,Zella 74,Libya,0.0
6630,,Sasovo,Sasovo,Russia,0.0
6631,,Hong Kong Macau Ferry Terminal,Hong Kong,Hong Kong,0.0
6632,,Hong Kong Macau Ferry Terminal,Hong Kong,Hong Kong,0.0
7017,,Athuruga,Athuruga,Maldives,0.0
6633,,Macau Taipa Ferry Terminal,Macau,Macau,0.0
6634,,Macau Taipa Ferry Terminal,Macau,Macau,0.0
7016,,Athuruga,Athuruga,Maldives,0.0
1139,,Dahra,Dahra,Libya,0.0
724,,Vidsel,Vidsel,Sweden,0.0
6620,,Camarillo Amtrak,Camarillo,United States,0.0
6619,,St. Louis Amtrak - old,St. Louis,United States,0.0
6618,,Springfield IL Amtrak,Springfield,United States,0.0
6607,,Republic Airport,Farmingdale,United States,0.0
717,,Sattna,Sattna,Sweden,0.0
1185,,Varazdin,Varazdin,Croatia,0.0
1182,,Grobnicko Polje,Grobnik,Croatia,0.0
1179,,Cepin,Cepin,Croatia,0.0
7027,,Muenster-Telgte,TELGTE,Germany,0.0
7026,,GRAS,HARREVELD,Netherlands,0.0
7025,,HOEVENEN,HOEVENEN,Belgium,0.0
1173,,Stara Zagora,Stara Zagora,Bulgaria,0.0
6608,,Allstedt,Allstedt,Germany,0.0
6617,,Milwaukee Airport Station,Milwaukee,United States,0.0
7024,,Tenkiller Lake Airpark,COOKSON,United States,0.0
6609,,BWKAM,Amberg,Germany,0.0
6610,,Glindbruchkippe,Peine,Germany,0.0
6611,,General Freire,Curico,Chile,0.0
6612,,Peine-Eddesse Airport,Peine,Germany,0.0
6613,,Seattle King Street Station,Seattle,United States,0.0
7023,,LAKE WANNSEE,BERLIN,Germany,0.0
7022,,SZEGED,SZEGED,Hungary,0.0
725,,Arboga,Arboga,Sweden,0.0
1137,,Ras Lanuf Oil,Ras Lanouf V 40,Libya,0.0
742,,Rheine Bentlage,Rheine-brentlange,Germany,0.0
1136,,Marsa Brega,Marsa Brega,Libya,0.0
1127,,Eastleigh,Nairobi,Kenya,0.0
1125,,Naivasha,Naivasha,Kenya,0.0
1118,,Kakamega,Kakamega,Kenya,0.0
6654,,Oldbury,Oldbury,United Kingdom,0.0
6995,,Tura,Tura,Russia,0.0
1108,,Cairo West,Cairo,Egypt,0.0
6658,,Rotenburg Wuemme Airport,Rotenburg Wuemme,Germany,0.0
6994,,Matheson Island Airport,Matheson Island,Canada,0.0
6993,,Matheson Island Airport,Matheson Island,Canada,0.0
6659,,Wipperfuerth-Neye Airport,Wipperfuerth,Germany,0.0
6660,,Osnabrueck-Atterheide Airport,Osnabrueck,Germany,0.0
6992,,Matheson Island Airport,Matheson Island,Canada,0.0
6661,,Ballenstedt Airport,Ballenstedt,Germany,0.0
6662,,Hartenholm Airport,Hasenmoor,Germany,0.0
740,,Buckeburg,Brueckeburg,Germany,0.0
6990,,Palatka Amtrak Station,Palatka,United States,0.0
6989,,King St Station,Seattle,United States,0.0
6987,,Twelve Apostles Heliport,Princetown,Australia,0.0
6986,,Buffalo Bus Terminal,Buffalo,United States,0.0
6997,,Ypenburg,Ypenburg,Netherlands,0.0
6648,,Shaybah airport,Shaybah,Saudi Arabia,0.0
6957,,Roma Street Railway Station,Brisbane,Australia,0.0
1129,,Bu Attifel,Buattifel,Libya,0.0
6639,,Pacific Station,Vancouver,Canada,0.0
6640,,Tamar Mepe Airport,Mestia,Georgia,0.0
6643,,Isla San Felix,Isla San Felix,Chile,0.0
7009,,Buckeburg,Buckeburg,Germany,0.0
7008,,Blomberg 3GGW,Blomberg,Germany,0.0
7007,,Schaffen Diest,Schaffen,Belgium,0.0
7006,,Terlet,Arnhem,Netherlands,0.0
1130,,Warehouse 59e,Giallo,Libya,0.0
6646,,Brockville Megabus Stop,Brockville,Canada,0.0
738,,Bamberg Aaf,Bamberg,Germany,0.0
7005,,Noboribetsu,Noboribetsu,Japan,0.0
733,,Eskilstuna,Eskilstuna,Sweden,0.0
7003,,Kasimovo,Saint-Petersburg,Russia,0.0
7002,,Mira Flores,Mira Flores,Colombia,0.0
7001,,Gera Leumnitz,Gera,Germany,0.0
7000,,Gera Leumnitz,Gera,Germany,0.0
735,,Kalixfors,Kalixfors,Sweden,0.0
6647,,Brockville VIA Station,Brockville,Canada,0.0
6958,,Rockhampton Railway Station,Rockhampton,Australia,0.0
6923,,Rottnest Island,Rottnest Island,Australia,0.0
6956,,Roma Street Railway Station,Brisbane,Australia,0.0
6835,,Kai Tak International Airport ,Hong Kong,Hong Kong,0.0
837,,Secunda,Secunda,South Africa,0.0
838,,Saldanha Vredenburg,Saldanha,South Africa,0.0
839,,Springs,Springs,South Africa,0.0
4014,,Mtemere Airstrip,Selous,Tanzania,0.0
840,,Swartkop,Swartkop,South Africa,0.0
842,,Hendrik Swellengrebel,Swellendam,South Africa,0.0
844,,Tommys Fld,Tommy's Field,South Africa,0.0
845,,New Tempe,Bloemfontein,South Africa,0.0
846,,Tutuka Power Station,Tutuka,South Africa,0.0
853,,Vredendal,Vredendal,South Africa,0.0
854,,Vereeniging,Vereeniging,South Africa,0.0
856,,Witbank,Witbank,South Africa,0.0
6842,,Singita Sabi Sands,Sabi Sands,South Africa,0.0
1031,,Tessalit,Tessalit,Mali,0.0
6841,,Singita Sabi Sands,Sabi Sands,South Africa,0.0
1016,,Buta Zega,Buta Zega,Congo (Kinshasa),0.0
857,,Waterkloof Afb,Waterkloof,South Africa,0.0
859,,Ysterplaat,Ysterplaat,South Africa,0.0
6838,,FOB Shank,Shank,Afghanistan,0.0
6749,,Seppe,Bosschenhoofd,Netherlands,0.0
6750,,St.Stephan,St.Stephan,Switzerland,0.0
835,,Robertson,Robertson,South Africa,0.0
1042,,Cufar,Cufar,Guinea-Bissau,0.0
834,,Rustenburg,Rustenburg,South Africa,0.0
6736,,Pferdsfeld,Pferdsfeld,Germany,0.0
815,,Malelane,Malalane,South Africa,0.0
817,,Mkuzi,Mkuze,South Africa,0.0
819,,Nylstroom,Nylstroom,South Africa,0.0
6729,,Aerodrom Cioca,Timisoara,Romania,0.0
820,,Overberg,Overberg,South Africa,0.0
823,,Plettenberg Bay,Plettenberg Bay,South Africa,0.0
6731,,Crocodile Camp Air Strip,Tsavo East,Kenya,0.0
6732,,Crocodile Camp Air Strip,Tsavo East,Kenya,0.0
6733,,Cleveland Clinic,Cleveland,United States,0.0
826,,Port St Johns,Port Saint Johns,South Africa,0.0
831,,Parys,Parys,South Africa,0.0
6737,,Mykines Heliport,Mykines,Faroe Islands,0.0
6738,,V-A Waterfront,Cape Town,South Africa,0.0
6739,,Steenberg Helipad,Cape Town,South Africa,0.0
6740,,Steenberg Helipad,Cape Town,South Africa,0.0
1052,,Ben Slimane,Ben Slimane,Morocco,0.0
6862,,Stockmar Airport,Villa Rica,United States,0.0
829,,Polokwane Intl,Potgietersrus,South Africa,0.0
1048,,Ifrane,Ifrane,Morocco,0.0
830,,Potchefstroom,Potchefstroom,South Africa,0.0
860,,Zeerust,Zeerust,South Africa,0.0
6834,,Kai Tak International Airport ,Hong Kong,Hong Kong,0.0
6702,,TCO,Tengiz,Kazakhstan,0.0
1011,,Kotakoli,Kotakoli,Congo (Kinshasa),0.0
978,,Coetivy,Coetivy,Seychelles,0.0
975,,Farquhar,Farquhar,Seychelles,0.0
973,,Alphonse,Alphonse,Seychelles,0.0
971,,Ulongwe,Ulongwe,Mozambique,0.0
920,,Ampampamena,Ampampamena,Madagascar,0.0
4054,,Uetliberg,Zuerich,Switzerland,0.0
969,,Songo,Songo,Mozambique,0.0
4053,,Bergrestaurant,Trogen,Switzerland,0.0
964,,Marrupa,Marrupa,Mozambique,0.0
962,,Mueda,Mueda,Mozambique,0.0
6781,,Gent Sint-Pieters,Gent,Belgium,0.0
6782,,Brugge,Bruges,Belgium,0.0
934,,Lobito,Lobito,Angola,0.0
6799,,Grand-Santi Airport,Grand-Santi,French Guiana,0.0
6783,,Brugge,Bruges,Belgium,0.0
6797,,Hope Bay Aerodrome,Hope Bay,Canada,0.0
6784,,Shin-yokohama-eki,Yokohama,Japan,0.0
6795,,Victoria Airport Water Aerodrome,Patricia Bay,Canada,0.0
960,,Lumbo,Lumbo,Mozambique,0.0
6787,,La Romaine Airport,La Romaine,Canada,0.0
4029,,Balad Southeast Airport,Al Bakr,Iraq,0.0
984,,Charles Prince,Harare,Zimbabwe,0.0
6768,,Atmautluak Airport,Atmautluak,United States,0.0
893,,Mongu,Mongu,Zambia,0.0
6757,,Antarctica,Antarctica,Antarctica,0.0
6833,,Algeciras Heliport,Algeciras,Spain,0.0
6832,,Algeciras Heliport,Algeciras,Spain,0.0
6752,,Aeroclub Ghimbav,Brasov,Romania,0.0
7029,,General Villamil Airport,Isabela,Ecuador,0.0
1005,,Kitona Base,Kitona Base,Congo (Kinshasa),0.0
1001,,Mejametalana,Maseru,Lesotho,0.0
876,,Ascension Aux Af,Wide Awake,Saint Helena,0.0
6756,,Antarctica,Antarctica,Antarctica,0.0
879,,Diego Garcia Nsf,Diego Garcia Island,British Indian Ocean Territory,0.0
999,ZZU,Mzuzu,Mzuzu,Malawi,0.0
6767,,Atmautluak Airport,Atmautluak,United States,0.0
997,,Kasungu,Kasungu,Malawi,0.0
6760,,Como Water AD,Como,Italy,0.0
6761,,Superficie Cielo Blu,Vellezzo Bellini,Italy,0.0
6763,,Krainiy,Baikonur,Kazakhstan,0.0
992,,Zvishavane,Zvishavane,Zimbabwe,0.0
990,,Mutare,Mutare,Zimbabwe,0.0
6817,,Porto Urucu,Porto Urucu,Brazil,0.0
989,,Mutoko,Mutoko,Zimbabwe,0.0
889,,Kasompe,Kasompe,Zambia,0.0
814,,Susse,Kangia,Greenland,0.0
813,,Majuba Power Station,Majuba Power Station,South Africa,0.0
6728,,Bolshoe Gryzlovo,Stupino,Russia,0.0
812,,Marble Hall,Marble Hall,South Africa,0.0
6935,,Collingwood,Collingwood,Canada,0.0
6710,,Gnoss Field Airport,Novato,United States,0.0
6934,,Slate Falls,Slate Falls,Canada,0.0
762,,Neubrandenburg,Neubrandenburg,Germany,0.0
763,,Wunstorf,Wunstorf,Germany,0.0
764,,Vilseck Aaf,Vilseck,Germany,0.0
765,,Coleman Aaf,Coleman,Germany,0.0
766,,Wiesbaden Aaf,Wiesbaden,Germany,0.0
767,,Landsberg Lech,Landsberg,Germany,0.0
6711,,Lake County Airport,Lakeview,United States,0.0
768,,Buchel,Buechel,Germany,0.0
769,,Erding,Erding,Germany,0.0
6925,,Ballarat,Ballarat,Australia,0.0
6712,,Tillamook Airport,Tillamook,United States,0.0
6924,,Forrest,Forrest,Australia,0.0
4027,,Al Asad Airbase,Al Asad,Iraq,0.0
6922,,Cunderdin,Cunderdin,Australia,0.0
6713,,Ontario Municipal Airport,Ontario,United States,0.0
6921,,Warburton,Warburton Community,Australia,0.0
6920,,Leigh Creek,Leigh Creek,Australia,0.0
771,,Holzdorf,Holzdorf,Germany,0.0
761,,Wittmundhafen,Wittmundhafen,Germany,0.0
760,,Schleswig,Schleswig,Germany,0.0
759,,Norvenich,Noervenich,Germany,0.0
6948,,Helicojyp,REMIRE-MONTJOLY,French Guiana,0.0
6704,,Maramba Aerodrome,Livingstone,Zambia,0.0
6955,,Greyhound Station,Washington DC,United States,0.0
6705,,Bend Municipal Airport,Bend,United States,0.0
6954,,Pogapa Airstrip,Pogapa,Indonesia,0.0
6953,,Pogapa Airstrip,Pogapa,Indonesia,0.0
6706,,Christmas Valley Airport,Christmas Valley,United States,0.0
754,,Diepholz,Diepholz,Germany,0.0
756,,Hohn,Hohn,Germany,0.0
757,,Jever,Jever,Germany,0.0
6947,,Yaou,Maripasoula,French Guiana,0.0
6939,,Isla San Jose,Isla San Jose,Panama,0.0
6946,,Citron,Citron,French Guiana,0.0
6945,,Elysee,Elysee,French Guiana,0.0
6944,,Degrad des Cannes,REMIRE-MONTJOLY,French Guiana,0.0
6943,,Herapel,Morsbach,France,0.0
6942,,DEGRA,REMIRE-MONTJOLY,French Guiana,0.0
6941,,Dieu Merci,Saint-Elie,French Guiana,0.0
6707,,Burns Municipal Airport,Burns,United States,0.0
6708,,Prineville Airport,Prineville,United States,0.0
6709,,Red Bluff Municipal Airport,Red Bluff,United States,0.0
6714,,Columbia Gorge Regional - The Dalles Municipal Airport,The Dalles,United States,0.0
6918,,Ali Al Salem Air Base,Kuwait,Kuwait,0.0
772,,Ingolstadt Manching,Ingolstadt,Germany,0.0
6723,,Field 21,Wainwright,Canada,0.0
6894,,Shaftesbury-Compton Abbas Aerodrome,Shaftesbury,United Kingdom,0.0
6892,,Mallards Landing Airport,Locust Grove,United States,0.0
791,,Graaff Reinet,Graaff Reinet,South Africa,0.0
792,,Grahamstown,Grahamstown,South Africa,0.0
793,,Greytown,Greytown,South Africa,0.0
794,,Harmony,Harmony,South Africa,0.0
795,,Harrismith,Harrismith,South Africa,0.0
797,,Gariep Dam,Hendrik Verwoerddam,South Africa,0.0
799,,P C Pelser,Klerksdorp,South Africa,0.0
6725,,Aeroclub Mures,Targu Mures,Romania,0.0
6895,,SCC4,MFO,Egypt,0.0
801,,Krugersdorp,Krugersdorp,South Africa,0.0
6726,,Aeroclub Sibiu,Sibiu,Romania,0.0
802,,Kroonstad,Kroonstad,South Africa,0.0
6880,,Cherokee County Airport,Canton,United States,0.0
803,,Johan Pienaar,Kuruman,South Africa,0.0
806,,Lichtenburg,Lichtenburg,South Africa,0.0
807,,Makhado Afb,Lambertsbaai,South Africa,0.0
808,,Langebaanweg,Langebaanweg,South Africa,0.0
810,,Middelburg,Middelburg,South Africa,0.0
6722,,Field 21,Wainwright,Canada,0.0
6896,,SCC4,MFO,Egypt,0.0
773,,Lechfeld,Lechfeld,Germany,0.0
781,,Bethlehem,Bethlehem,South Africa,0.0
6915,,Kolpashevo Airport,Kolpashevo,Russia,0.0
774,,Neuburg,Neuburg,Germany,0.0
778,,Brakpan,Brakpan,South Africa,0.0
6912,,Podkamennaya Tunguska,Bor,Russia,0.0
6716,,Cincinnati Union Terminal,Cincinnati,United States,0.0
6717,,FOB Sharana,Sharan,Afghanistan,0.0
6911,,UOTT,Turukhansk,Russia,0.0
1088,,Lideta,Addis Ababa,Ethiopia,0.0
6909,,Hong Kong China Ferry Terminal,Hong Kong,Hong Kong,0.0
782,,Bothaville,Bothaville,South Africa,0.0
6897,,SCC4,MFO,Egypt,0.0
6906,,Zagora Airport,Zagora,Morocco,0.0
1078,,Bir Moghrein,Bir Moghrein,Mauritania,0.0
784,,Calvinia,Calvinia,South Africa,0.0
787,,Ermelo,Ermelo,South Africa,0.0
6902,,Aweil Airport,Aweil,Sudan,0.0
6901,,Ferry Port,Dover,United Kingdom,0.0
6900,,Ferry Port,Calais,France,0.0
788,,Ficksburg Sentraoes,Ficksburg,South Africa,0.0
6898,,SCC4,MFO,Egypt,0.0
2673,,Mariquita,Mariquita,Colombia,0.0
7144,,North Sea,Cormorant Alpha,United Kingdom,0.0
7030,,Balzers Heliport,Balzers,Switzerland,0.0
7502,,Songshan Train Station,Taipei,Taiwan,0.0
7461,,Den Haag Centraal,Den Haag,Netherlands,0.0
7459,,Glasgow Industrial,Glasgow,United States,0.0
7457,,Yumuri Valley,Yumuri Valley,Cuba,0.0
7456,,Kawama Airport,Kawama,Cuba,0.0
7453,,Zagreb Glavni Kolod.,Zagreb,Croatia,0.0
7452,,Budapest Keteli,Budapest,Hungary,0.0
7451,,Amsterdam Zuid WTC,Amsterdam,Netherlands,0.0
7450,,Portovenere,Portovenere,Italy,0.0
7449,,Castelnuovo di Garfagnana,Castelnuovo di Garfagnana,Italy,0.0
7448,,Neuwied,Neuwied,Germany,0.0
4147,,Paxos Marina,Paxos,Greece,0.0
4146,,Gouvia Marina,Gouvia,Greece,0.0
7445,,Xiamen Railway Station,Xiamen,China,0.0
7444,,Fuzhou Railway Station,Fuzhou,China,0.0
7439,,Hasselt Airport,Hasselt,Belgium,0.0
7438,,Suarlee Airport,Namur,Belgium,0.0
280,,Dirkou,Dirkou,Niger,0.0
7434,,Spa La Sauveniere,Spa,Belgium,0.0
7433,,Vostice,Vysoke Myto,Czech Republic,0.0
7432,,Ust-Nera Airport,Ust-Nera,Russia,0.0
7431,,Dubai Cruise Terminal,Dubai,United Arab Emirates,0.0
281,,Diffa,Diffa,Niger,0.0
7429,,Toul AB closed,Toul,France,0.0
7428,,Bitburg AB closed,Birburg,Germany,0.0
7427,,Bremgarten Airport,Bremgarten,Germany,0.0
7426,,Wildenrath AB Closed,Wildenrath,Germany,0.0
7425,,GOETSENHOVEN AB,GOETSENHOVEN,Belgium,0.0
7423,,Hohe Duene,Warnemuende,Germany,0.0
7422,,Berchtesgarden BKS,Bischofswiesen,Germany,0.0
7462,,Paris Nord,Paris,France,0.0
7463,,Venlo railway station,Venlo,Netherlands,0.0
7464,,Monchengladbach Central Station,Monchengladbach,Germany,0.0
7483,,Shenzhen North Railway Station,Shenzhen,China,0.0
7500,,Valaam,Valaam,Russia,0.0
7499,,Sortavala,Sortavala,Russia,0.0
7498,,Rothera Research Station,Rothera Research Station,United Kingdom,0.0
7497,,Longview Ranch Airport,Longview,United States,0.0
7496,,Yabuli,Yabuli Town,China,0.0
7495,,Sasakwa Airstrip,Sasakwa,Tanzania,0.0
7493,,Lorenzo,Morro de Sao Paulo,Brazil,0.0
4168,,Dry Tortugas,Dry Tortugas,United States,0.0
7489,,Train Station,Nha Trang,Vietnam,0.0
7488,,Train Station,Aranyaprathet,Thailand,0.0
7486,,Zhuhai-Jiuzhou Port,Zhuhai,China,0.0
7485,,Shekou Ferry Terminal,Shenzhen,China,0.0
4164,,Conrad Maldives Resort,Rangali Island,Maldives,0.0
7482,,Shenzhen West Railway Station,Shenzhen,China,0.0
7465,,Utrecht Centraal,Utrecht ,Netherlands,0.0
7481,,Guangzhou Railway Station,Guangzhou,China,0.0
247,,Wa,Wa,Ghana,0.0
7478,,Euston Station,London,United Kingdom,0.0
7477,,Napoli Centrale,Naples,Italy,0.0
7476,,Roma Termini,Rome,Italy,0.0
7475,,Wien Meidling,Vienna,Austria,0.0
7474,,Krakow Glowny,Krakow,Poland,0.0
7473,,Villach Hauptbahnhof,Villach,Austria,0.0
7472,,Station Aare,Aare,Sweden,0.0
7469,,Denali Rail,Healy,United States,0.0
7468,,Amtrak Station,Orlando,United States,0.0
7467,,Amtrak Station,Tacoma,United States,0.0
7466,,Rensselaer Rail Station,Albany,United States,0.0
7421,,Neustadt-Glewe,Neustadt-Glewe,Germany,0.0
285,,Sidi Ahmed Air Base,Bizerte,Tunisia,0.0
7419,,Woking,Fairoaks,United Kingdom,0.0
331,,Anklam,Anklam,Germany,0.0
320,,Merseburg,Muehlhausen,Germany,0.0
321,,Halle Oppin,Halle,Germany,0.0
7377,,Habersham County Airport,Cornelia,United States,0.0
7376,,Tom B. David Field Airport,Calhoun,United States,0.0
7375,,Padang Tabing,Padang,Indonesia,0.0
322,,Riesa Gohlis,Riesa,Germany,0.0
323,,Rechlin Larz,Rechlin-laerz,Germany,0.0
324,,Strausberg,Strausberg,Germany,0.0
325,,Schonhagen,Schoenhagen,Germany,0.0
327,,Jena Schongleina,Jena,Germany,0.0
328,,Kyritz,Kyritz,Germany,0.0
329,,Magdeburg,Magdeburg,Germany,0.0
330,,Rothenburg Gorlitz,Rothenburg/ol,Germany,0.0
332,,Cottbus Drewitz,Cottbus,Germany,0.0
319,,Grossenhain,Suhl,Germany,0.0
333,,Kamenz,Kamenz,Germany,0.0
4139,,Stapleton,Denver,United States,0.0
351,,Egelsbach,Egelsbach,Germany,0.0
354,,Allendorf Eder,Allendorf,Germany,0.0
355,,Worms,Worms,Germany,0.0
356,,Mainz Finthen,Mainz,Germany,0.0
357,,Eisenach Kindel,Eisenach,Germany,0.0
7356,,Gangtok Helipad,Gangtok,India,0.0
7355,,Geiranger,Geiranger Fjord,Norway,0.0
358,,Siegerland,Siegerland,Germany,0.0
362,,Dahlemer Binz,Dahlemer Binz,Germany,0.0
363,,Meinerzhagen,Meinerzhagen,Germany,0.0
4134,,Nicholson Peninsula,Nicholson Peninsula,Canada,0.0
7380,,Old Rhinebeck Airport,Rhinebeck,United States,0.0
7382,,BLABU,Blankenburg,Germany,0.0
286,,Remada,Remada,Tunisia,0.0
308,,Zutendaal,Zutendaal,Belgium,0.0
289,,Borj El Amri,Bordj El Amri,Tunisia,0.0
297,,Beauvechain,Beauvechain,Belgium,0.0
298,,Kleine Brogel,Kleine Brogel,Belgium,0.0
300,,Bertrix,Bertrix,Belgium,0.0
7410,,Chengde Railway Station,Chengde,China,0.0
7409,,Beijing Railway Station,Beijing,China,0.0
302,,Chievres Ab,Chievres,Belgium,0.0
303,,Koksijde,Koksijde,Belgium,0.0
304,,Florennes,Florennes,Belgium,0.0
7405,,Robinson Crusoe Airport,San Juan Bautista,Chile,0.0
7404,,CNC4,Geulph,Canada,0.0
7403,,CNC4,Guelph,Canada,0.0
7401,,Madison County Executive Airport,Huntsville,United States,0.0
309,,Sint Truiden,Sint-truiden,Belgium,0.0
317,,Eisenhuttenstadt,Eisenhuettenstadt,Germany,0.0
7397,,Huaorani Ecolodge,Huaorani,Ecuador,0.0
7396,,Lewa Airport,Lewa Downs,Kenya,0.0
7395,,SFO Helicopter,Sausalito,United States,0.0
310,,Saint Hubert Mil,St.-hubert,Belgium,0.0
7392,,Kalaeloa,Kapolei,United States,0.0
311,,Ursel,Ursel,Belgium,0.0
7390,,Mount Garnet,Mount Garnet,Australia,0.0
312,,Weelde,Weelde,Belgium,0.0
313,,Zoersel,Zoersel,Belgium,0.0
316,,Dessau,Dessau,Germany,0.0
7386,,Luray Caverns Airport,Luray,United States,0.0
7385,,Schofields Aerodrome,Schofields,Australia,0.0
7384,,Manantali Bengassi Airport ,Bengassi,Mali,0.0
4169,,Dry Tortugas,Dry Tortugas,United States,0.0
7503,,Kaohsiung Station,Kaohsiung,Taiwan,0.0
7032,,Alpha,Cork,Ireland,0.0
7504,,Hualien Station,Hualien,Taiwan,0.0
7616,,Niagra Falls Railway Station,Niagra Falls,Canada,0.0
7615,,Burlington GO Station,Burlington,Canada,0.0
4277,,Shun Tak Heliport,Hong Kong,Hong Kong,0.0
7612,,Piramida,Piramida,Svalbard,0.0
7611,,Barentsburg,Barentsburg,Svalbard,0.0
4263,,Severny,Novosibirsk,Russia,0.0
7607,,Kavalerovo,Kavalerovo,Russia,0.0
7606,,Angasolka,Baikal,Russia,0.0
7605,,Kitoi,Khamar-Daban,Russia,0.0
7604,,Kitoi,Khamar-Daban,Russia,0.0
7603,,Shumak,Khamar-Daban,Russia,0.0
7602,,Shumak,Khamar-Daban,Russia,0.0
7601,,Biluty,Khamar-Daban,Russia,0.0
7600,,Suzhou Railway Station,Suzhou,China,0.0
7599,,Shanghai Railway Station,Shanghai,China,0.0
7598,,Beijing South Railway Station,Beijing,China,0.0
7597,,Qingdao Railway Station,Qingdao,China,0.0
7596,,Whittier Port,Whittier,United States,0.0
7595,,Anchorage Rail Depot,Anchorage,United States,0.0
7594,,Talkeetna Train Depot,Talkeetna,United States,0.0
7593,,Denali Train Depot,Denali,United States,0.0
7592,,Fairbanks Train Depot,Fairbanks,United States,0.0
4248,,Chintheche,Chintheche,Malawi,0.0
7589,,Volosovo,Volosovo,Russia,0.0
7588,,Escravos,Escravos,Nigeria,0.0
7587,,Lagos Lagoon,Lekki,Nigeria,0.0
7586,,Labadee Port,Labadee,Haiti,0.0
7585,,Whalers Bay,Deception Island,Antarctica,0.0
7584,,Walker Bay,Walker Bay,Antarctica,0.0
7617,,Niagara Falls Station,Niagara Falls,United States,0.0
7619,,Yeltsovka,Novosibirsk,Russia,0.0
7620,,Veligandu Resort,Veligandu,Maldives,0.0
7640,,Endelage West,Endelage,Denmark,0.0
7659,,Thorny Bush Game Lodge Airport,Hoedspruit,South Africa,0.0
7658,,Salt Lake City Intermodal Hub,Salt Lake City,United States,0.0
7656,,Srednekolymsk,Srednekolymsk,Russia,0.0
56,,Forestville,Forestville,Canada,0.0
7651,,Suzhou Industrial Park Railway Station,Suzhou,China,0.0
7650,,Genoa Cruise Terminal,Genova,Italy,0.0
7648,,Vagaru Island,Viceroy Resort,Maldives,0.0
7646,,Buffalo Exchange Street Station,Buffalo,United States,0.0
7645,,Tcentralny,Taganrog,Russia,0.0
7644,,Thalmaessing Waizenhofen,Thalmaessing,Germany,0.0
7643,,Kingcome water aerodrome,Kingcome,Canada,0.0
7642,,Echo Bay water aerodrome,Echo Bay,Canada,0.0
7641,,Flugplatz St. Johann in Tirol,St. Johann in Tirol,Austria,0.0
7639,,Lagoon Cove water aerodrome,Lagoon Cove,Canada,0.0
7621,,Kuramathi,Kuramathi,Maldives,0.0
7638,,Dippenricht Heliport,Dippenricht,Germany,0.0
7637,,Stein,Stein,Germany,0.0
7635,,Nuernberg Port,Nuernberg,Germany,0.0
7634,,Shanghai Maglev Long Yang Road Station,Shanghai,China,0.0
7632,,Stapleton International Airport,Denver,United States,0.0
103,,Pitt Meadows,Pitt Meadows,Canada,0.0
4281,,Torp,Sandefjord,Norway,0.0
7628,,Nanjing Railway Station,Nanjing,China,0.0
7627,,Kodinsk,Kodinsk,Russia,0.0
7626,,Mar-Kuel,Mar-Kuel,Russia,0.0
7624,,Suzhou North Railway Station,Suzhou,China,0.0
7623,,Shanghai South Railway Station,Shanghai,China,0.0
7622,,Olkiombo Airstrip,Masai Mara,Kenya,0.0
7583,,Port Lockroy,Port Lockroy,Antarctica,0.0
7582,,Neko Harbor,Neko Harbor,Antarctica,0.0
7581,,Cuverville Island Port,Cuverville Island,Antarctica,0.0
7523,,Grindelwald,Grindelwald,Switzerland,0.0
7538,,Gaios Bay,Paxi,Greece,0.0
7537,,Brawdy RAF Airport,Brawdy,United Kingdom,0.0
206,,Bou Saada,Bou Saada,Algeria,0.0
7535,,Havelock Island Seaport,Havelock Island,India,0.0
7534,,Copacabana Airport,Copacabana,Bolivia,0.0
7533,,San Pedro de Atacama Airport,San Pedro de Atacama,Chile,0.0
